Text,Title,Rating
"Jab ye product mere paas aaya tub iski earlids broken thi pehle se aur jub maine ise replace karne ke liye daala uske baad naato mujhe koi return date mili aur nahi replace date mili, it's taking so much time please help me",Defective product,2
 Best but for increase or decrease or power on off there is no such option on the device,No button for switch off the device,5
"Yesterday brought today returned. I didn't even finish a single song, one side is not working... Quality of product is worse",Disappointed,1
"The sound quality is fab, love the senor thing in it helps alot , connectivity with the mobile is also very fast, bass quality is also excellent , got more better thing than thought price worthy",Helpful,5
"This earphones is very good,good sound, optimum bass, good noise cancellation and a best buy. But no volume control in the earphones. Bought it at 1299/-",Best buy,5
"I was a bit sceptical before buying this, my uncle suggested me to buy these and i want to say i didn't regret the purchase.",Just amazing!!,5
I brought it for listening music and it is one of the best one I used so far.But for gaming there is a less than 1 second lagging but it is okAnd overall it is one of the best product,I like it very much,5
Please never buy these noise sense neckband it has worst build quality within a week my whole band broken down and wire also very which can be broken by little pressure,Worst product,1
I bought this product in march. Now it's not working. Audio quality and noise cancellation was all good. But the product is less durable. And plz Don't waste your money on this product.,Less durable product. Not worth your money,1
Within 2 months it stopped working . contacted n given in service centre but 20 days have already passed...no information has been given about it.Upset as spended 1700 n of no use,Given in service centre within 2 months of use but no info from them,1
"I have purchased this handset month ago, bettey backup is awesome, fast charging is another best you need only 15min for full charging, sounds quality is good, paissa vasul products....",awesome bettery backup,5
As brand promised it has a noise.a decent product.with good connection.good battery.c type charging.and decent sound,Good battery backup,5
"Noice Cancellation so Pathetic, Need to work on Touch button, Touch Sense very Pathetic. Neck band was too short, need to more long",Product is not Upto the Mark,1
"It has some unique features like touch operating, vibration on call and amazing battery backup.It doesn't work fully with one plus 5 may be might need some changes.",It has some unique features.,5
 After 3-4 uses it is this ....even road side product is much better than this atleast you didn't spend 1000 for that....,Just like cheap roadside product,1
overall good experience .. worth to purchase and best is this Indian Product ..!!!,Worth to Buy,4
This neckband is quite better than other neckbands of other brands in this price line. I am happy with this one 😊very nice sound quality and bass is also very good.,Awesome,5
A valued product. Superb voice quality.,Value for money,5
I will going to file a case as I have initiated replacement or return multiple times and I have the screenshot of all that but it has not been acknowledged and also the piece is defective.,Worng item get delivered,1
Good quality product,Good quality product at decent price,4
"I like the sound quality and the battery Life of this neckband as well as the feature like vibration, but a little bit not satisfied with the mic and calling audio , quality",Value for money product,4
"Very worst hearing all out side nice and the cable length is not enough, automatically its will cut the phone calls",Don't buy,2
Sound quality is excellent...i am happy to have noise product..I like the product look....great experience with noise company and good sound quality. . . . . . . . . . . .,Good,4
Sound quality is Poor with long battery life.,"sound quality is Poor, local quality sound.",2
I liked the product Good productEasy to use. Must buy Good product. Very Good product. Easy to use. Liked it....It's work amazing. I'm very satisfied with this product...,Good product,5
SONGS are not getting changed in Spotify by buttons.When earphones are plugged even in full vloume I can hear background noise which spoils my music listening experience.,GOOD,4
I Bought this product in February 2022. And now it stopped working.And when I call to customer care no response found. I am Unable to replace it. Bcz it’s over from Amazon site,Worst Experience By Amazon Product,5
"The colour, the features, the sound quality superb, noise cancellation very satisfactory. Overall damn good product.",Value for money. Great product.,5
"The product is excellent, very thing good Bass, Nice cancellation, design but there is on issue i.e. with the fitting If you will wear it for a long time its gonna start hurting the ears.",Worth For money but Issue with the fitting,1
"Its very bad product , start off and onIs big issue , I always start on this product by using charging methodIt can not open automatic by suggest method",Very bad product,1
"Noise flair sound quality is good, but bass is little down",Noise flair is good product,4
"The product is overall okay with good battery life, but the ear portion given for comfortable fitting hurts the ear badly.",Good for hurting ears,1
Call Voice is Very Less. Touch Is Not Smooth... Magnets are not strong and Touch options don't work if Mobile is locked.,Ok Product.,3
Relatable to oneplus bass edition but has more battery backup. Everything is good except for the touch button. It doesn't work properly.,Good package for the price!,4
"looks good, comfortable in the ear, sound quality is cool with out any noise and no stress for ears with buds. Wired earphones have so much good quality. Bluetooth connectivity is quick.😊",stressfree for ears with buds.,5
Really the battery life is very good and touch function and quality of products its really very nice.,Worth of money,5
"Verry very bad product Doing it for 60 days the  problem happened in it.No bass, I have to speak loudly in mic, and talking for a long time reduces the sound slowly down.Money west this item",After 2month use experience this item,1
Overall a good productEverything works really goodThe only thing it can be better is adding volume buttons to it.....Other than that worth the the money,Overall a Good product,4
"There are no volume controls on earphones. You have to depend on your device for volume control. Also, the volume is so low. Even if you put to the maximum , you can hardly hear.",Low volume,2
"The noise cancellation sucks, you can't be on call when you are outside. The mic catches noise and amplifies it to the other end. Please reconsider your decision if you are planning to buy this.",Don't buy it,2
"The product is highly fragile and weak plastic coating. Bluetooth connectivity is fluctuating, and there is no return policy or warranty or no guarantee if the product gets damaged.",Low-quality product,1
Truly 30+ hrs of battery backup. Good sound quality and noise cancellation. Warranty claim also was hassle free.,Best Battery backup and nice sound quality,4
"Media volume is ok but In ear volume for calls is low, play and puase button not supported in you tube app and Amazon mini tv and in ear volume also low in Amazon fire TV stick.","It's ok,but you tube and Amazon fire TV, amazon mini tv not supported in my device.",2
"One of the cheapest product I have ever seen, personally not recommended, it just waste of money .",Worst Product,1
the product is not worth. Inspite of charging overnight the battery drains within hours even with no usagethere are othe better options available at much lower price,Very poor Battery life,1
Super Quality of Sound Base and I love the product which i am using watch also the brand from noise Seriously I Love the product which it also having touch facility 🐱 love that 🥰,Super ❤️,5
Very good with call vibration which I was looking for. Overall it is good buy. But I faced issues in connectivity and voice sometimes.,Good buy,4
worst product it's stopped working just after just 1 month of use i don't even use regularly connecting and disconnecting bluetooth never expected this,stopped working after just 1 month of use,1
The earphones are really good..... I really liked it very much....the sound is really good but the vibration mode in the earphones is really distrubing.... Otherwise the quality is really good,Noise flair earphones really nice,4
"noise cancellation not working, calling volume is low, no option to increase volume during callsNot satisfactory product","I think it cost not more than 700 INR,",2
"Superb Bass Sound And Clarity,Battery Backup 6 days maximum usage,  But To achive Top Selling Product Has to Improve, Call Hearing Voice, Enable Voice Control, although It Is Value For Money, Thanks To Noise ..",$ Value For Money $,4
The voice is very feeble.I want to return it.How to doVery disappointing.Is there any I need a replacement,Voice has become very feeble.,1
Nice headphones,Good,4
"Right rubber earbud, medium size, is missing.",One rubber earbuds missing,3
Magnet locking power is less. Keeps unlocking all the time,"Magnet is very poor, keeps un locking everytime",1
Very good product bas eartips ke baad wala rubber ka cover thik nai hai.  Kaan me gadta hai,Great battery,5
"Voice calls very low sound, only for music",Waste of money,3
It would be be great if you can provide an option to turn off the vibration option while receiving the call. Apart from vibration option loved with the product.,Vibration enable and disable optio,4
"We ordered noise flair neckband earphones Bcoz they mentioned it has environmental noise cancelling, but IT DOESN'T HAVE NOISE CANCELLING TECHNOLOGY!",No Noise cancelling,2
While playing music the silent part of the music is not actually silent and there is a hissing sound in background if you notice it carefully. After 6 months use right ear buds stoped working.,Ok for sound quality not excellent,2
"This neckband is lightweight, good quality product. Only one issue I saw is sensor button to control music quite sensitive so even if it touches to t shirt it stops music.",Nice neckband in this price range,4
नॉइज की साउंड क्वालिटी बहोत अच्छि है । सुनने में साउंड क्लियर एकदम है । बास की गुणवत्ता थोड़ी कम है ।,अगला आकार बडा है राउंड सेफ होना चाहिए।,4
There is a problem in sound controlling.... there should be a option available form controlling the sound in the neckband..and that will be very helpful and beneficial for user,Satisfactory,5
"Good, loving it, sound quality is ok, battery backup is excellent. only feature in this I wish to be present is to be able to pick up whatsapp call directly from neckband",Great battery backup,4
Within 15 day power off function not working even I had given complaint to customer care but after more than week not collect for repair and i loose my money,Within 15 day power off function not working and resulting battry draining fast,1
"I don't dislike anything about the product, sound quality is great, it has a long battery life. So i can say that i will stick with the brand in the foreseeable future",Its a great product,5
"Connectivity problem, Sound Quality is Very Low, But dual Pairing is good and i think its not a value for money product. I have already request to return the product",Wrost Product,2
"Good battery life, noise cancelation works at best, great sound quality!",Exactly what I needed!,5
"Very good mic clarity. Audio is also nice. Noise cancellation could have been better, but overall a good product. Fantastic touch response.","Very good mic, nice sound. Awesome touch response.",4
"Fully satisfied and good charging , battery capacity",Good,5
one side of the earphones stopped working properly just after a week. totally disappointed  with the product,Stopped Working properly just after the first week,2
"Product was good as describe. First two times i got functionally damaged. But after complining to Noise service center, than got the what i wanted.",Found this good after 2 replacement and 1 service.,4
This product  is very nice and very comfortable .The battery life of the product is awesome u can easily use it for 30-32hrs in one time charge and the sound quality is also good n bass full u can enjoy the music.,Best product in this rates,5
This products have lots of disadvantages.1) No volume butons in it.2) Fingerprint in the bluetooth is not efficient.3) Volume needs much more clearity.,Not worth it. Very Bad!!!!!!!!!,1
It's totally change from its description worst product feel too much nose irritation and experience bad sound quality please help me to return this product please 🙏,Worst product I want to return this,1
Only for Music it is one of best. If you want to make or recieve a calls then this will not help you to get clear voice.Poornoise cancellation,Not recommend for Calls,4
The best part is its long battery backup and is also water resistant,Good quality affordable headphone,5
"Battery backup is bad, waste product.",Not worthy...,1
साउंड और bass quality थोड़ा और अच्छा होना चाहिए था।Noise cancellation kese hota he mujhe samajh nahi aayaOr volume up or down krne ke liye कोई भी सिस्टम नही दिया है डिवाइस में।,कॉल के दौरान वाइब्रेशन के अलावा रिंगिंग साउंड भी आना चाहिए।,4
Very good and useful,Awesome headset,5
Its should be a nice product. But for in that product bass could be little bit more. And environmental noise cancellation works only at mid and high volume for low for it cannot work well.,Its nice product. Bass should be little bit more is one problem.,4
"Don't buy this product. Within 4 months, one side earphone is gone. I tried to claim by warranty. They picked up the product but still i didn't receive the product.",Don't buy this,2
I brought it on sale but  after some day mic is stop responding.... Frustrating... I wait for this product so long and this happend,Defective piece-My mic is not working,1
Great purchase,Great purchase,5
In some devices volume level 1 is too loud. Mine is Samsung M51. It is a pain in ears. The only problem i am facing. Otherwise features are good. Build quality is also good.,volume level 1 is too loud.,2
Sound quality best. In gaming it's work great.,It's very stylish.,5
Awsum product of noise so far i get ... sound quality bass quality everything is awsum and the main thing is charging which is vry long lasting.,Worth for money,5
The neckband is good in every aspect but only lag is it missed volume control.,Nice for calling,4
"It automatically pause or disconnect calls , can’t use it many of the times due to this touch issue when comes in contact with skin on neck Bad decision to buy",Neck skin Touch issue,3
"Sound quality is good, love the touch feature in it , bass is ok..just sometimes when paired I get only call option to use for audio I have toggle it from setting...overall a good product.",Awesome product,5
Superb!!❤️ This is my first noise product and I'm in love with these. Battery backup is beast. Superb sound quality and built is great. I'm enjoying music alot🎵...Nothing to say🔥,Superb!!❤️,4
Not a bad deal at this price but noise cancellation is not that good.you can opt it if you use earphone for normal use.,Good,4
Not hearing one side no service center in Tamil Nadu no response from customer care,Not hearing one side no service center in Tamil Nadu no response from customer care,3
"Over sounded item,sound quality good",Good item,4
Mic quality and volume,Voice is very low volume during calls and mic quality is very poor,2
"mic is good, once it is charged it will come good for 4-5 days. The best part is you can pair it with 2 devices. One with your laptop and other with your phone.",mic is good,4
"Sound quality is very good, material quality is pretty good. Dosent feel like low quality plastic. Very good material is used.",Go for it.,5
A Good product by noiseRatings out of 5 starBuild quality- 4 starBass - 4 starBattery- 5 starOverall rating 4.5 star out of 5 star.,Good product,4
Fale clame of battery life and low latency but a good sound quality and a decent bass,Good product in this price,4
"Hi its just one month it was working fine,  now it's not getting charged.One month it was very good to use. Kindly share me service centre near RT nagar, bangalore 560032.","Hi its just one month it was working fine,  now it's not getting charged",1
The earphones look very good and elegant.These awesome thing about the earphones is that they are really budget friendly and has good premium features. Such a nice product. Sound and base quality best.,provide new value to the customer,5
Battery life is very goodCharging  is very good and take very less time to fully chargeMic and calling quality is good.Sound quality is descent,Good product.,4
2 draw backFirst noise cancellation doesn't workSec sound quality doesn't meet expectations and to abort a call some time it doesn't work sound quality isn't crystal clear.,Not a all rounder so so gadget,3
The sound and battery were ok but the only problem was that there was a lag in the audio I checked it in my laptop and my phone same problem was there. Issued for a replacement.,There was a lag in the audio,1
It stop working in just 2 months. And sent back the device to noise customer service center.... After that i dont have any response from noise team. And the customer service number is not valid one😡😡😡😡😡,Bad customer service.....,1
"This product is good.. But the touch key is very poor.. Sometimes u frustrated for it. And magnetic is very poor quality. When wearing on working, suddenly magnetic are separated.",Touching key and magnetic are bad,3
I m using since 1month don't like the quality of noise very cheap product senser not working properly while receiving calls so I give no star for rating thank q,Senser is not working properly no a good product,5
 Its not working still on button pressed to be not to take this any command from my side  soo don't waste your money,Waste of your money  don't take this noise sense,1
I like the build quality,Best design but not fulfilled my expectations,3
Facing sound issue I unpaired three times to reset it sound to normal  automatically turned  low mode,Facing sound issue,3
Noise cancellation not working,"It doesn't work with laptop, lot of noise instead",1
Dislikes1. No touch volume control2. Bluetooth bugs.... connection issues3. No adjustments for wire,Good.. Required improvement,2
Don't buy. worst product.one week it worked fine but but  suddenly its sound like listening speake mode and high volume is 10%. Plz don't follow positive review.its worthless product.,Worst product,1
Sound is okay. Noise cancellation works fine .. built quality is bad.. earpiece broke in two days and to fix it I have to go to nearest noise shop. I used fevi Kwik. .,Not worth money.,3
"Sound quality is better in this segment....nd noise cancellation really good but not enough,Battery backup is awesome......It lasts for 1 week after full charge.",Battery and sound,5
as it as no buttons for play & pause there will be accidental touches which is annoying,Dont buy it,2
Bass quality is SuperSound is SuperCalling is superAll is perfectAnd call vibrating is very Nice,Waw noise flair company amazing product,5
Sound is Little dim when you are on call so u can hear a lots of external noises iam returning it i will not recommend this for calling all the rest are good not great,Sound quality,2
I liked the earphones very much I only received connectivity issue once but after that it is working nice no problem at all and sound quality and battery are very nice,Noise sense are good budget friendly head phones must buy,4
"This neckband unable to sync multimedia and call at the same time. If listening music and want to attand call, it simply unaudiable . Returning this product.",Not upto mark,2
"Bass quality is awesome and battery life is awesome, I charged it for 5 mins and used it around eight hours, it is worth the money and the only thing in average is the noise cancellation during calls",everything is awesone,5
"Its work good only for 1week,After that connection pairing problem,Sound problems ,on off problem totally waste of money 💰.Dont buy it ..... please",Totally waste of money,1
This is worst product I ever buy from online.. Mic is not working with in 1 months.. I don't know why amazon allow them to sell. Not recommended at all.. 😠😠😠😠😠😠,Worst product,1
Its an indian company that i don't know before I purchased it but it is a very good quality earphones with BluetoothAnd i am totally satisfied from this product,Very nice in this price range,5
"Packing as per Standard shown in advertisement or specification , additional airbuds USB charger put one pouch ,am using one or two day if any defect in band ll return",Packing not as per Original and packing damaged,1
"Very poor quality,  uncomfortable, zero noise cancelation, battery back up not even 24hr. Total waste of money. Never ever recommend anyone.",Total waste of money. Never use before such a bad quality.,1
"Overall its best as a headphone.specially, Vibration Feedback And Noice Cancellation Makes the product value for money.Really Happy To Buy This",Its Really Great Product To Purchase in this price range,5
 It's a great product but the sound from background is too loud and clear to other when calling.Other than that it's complete good purchase.,It'a good product. Great buy.,4
"Best in class product, go for it",Best in class,5
"The sound quality is good, battery backup is great and bass is also better but the call quality is poor, if they fix this issue it will be the good option.",Noise Bluetooth,3
Gonoise flair is amazing in all departments. Right from packing to the additional ear fins which no other company has provided. The product fits perfectly.,Best in class neck band with touch controls,5
Music sounds good  but call quality is not good  battery life  is good,Called  sound is very  low,3
This product was very nice. Its sound quality was unbelievable . The part of neak band its battery back up was amazing it last 40 min charge to 40 hr long... Nice product...,Its a new product but it was nice ....,5
Not at all good,Not at all good,3
Good item. Sound quality is good,Worth item to purchase,5
"Within 10 days one side of the earphone stopped working, and when I launch online complain there was no proper response and now the complete neckband is not working, 2 months is also not completed",Very weak product,1
"Why the packaging is normal?What I've watched, the packaging is very great but I got my product in a simple box.Another issue I found that music is getting break during listening",I received yesterday my product,2
Don’t buy it.money waste product,Don’t buy its waist of money.,1
"No volume control through device, so not good in such segment of full touch control. You have to control volume by you mobile set. There is no option of volume control in ear phone..","No volume control through device, so not good in such segment of full touch control.",1
"best noise nackband product, charging capacity  and sound quality is good",nice product,5
Sound quality: 5/5Bass quantity:  4/5Quantity : 4/5Long Distance : 5/5Quick connect : 2/5Battery backup : 4/5Dual pairing : 5/5,"Value of money ,Nice product",5
After purchasing this product two times I return for sound issues. Executive said product will not be replaced only repair time and again when I send it.,Such a bad product and waste of money.,1
"Product design is good, but the fingerprint sensor is not sensitive, batery backup is good, noice cancellation is not happening with this product","The fingerprint sensor is not sensitive, noice cancellation is not there",3
"Good quality with big battery, but no volume control & some times volume very low after unpair & pair can settle the problem.",Good Bluetooth,3
This product is very good.  There is good sound quality.  There is good noise cancellation.  But there is a problem that the audio latency is very high When you play any shooting game like BGMI DEAD TARGET,Value for money product,4
"NOT A GOOD CHOICE ,MY PRODUCT STPO WORKING IN JUST 10 DAYS,NO SERVICE CENTER HER,WHILE I WILL GO FOR ONLINE COMPLAIN  PORTAL IS NOT WORKING ,TOTALLEY WASTE OF MONEY",PRODUCT NOT WORKING JUST IN 10DAYS,1
This neckband is really amazing..i really like this neckband (Noise Flair ). Sound quality is awesome &Noise Cancelation is too good....i really Love this product,Sound qualitty,5
"I have liked the product it has amazing sound quality, bass. Also it provides very decent look.Just can be better in Noise cancellationOverall a very good choice.",Overall a good product to purchase.,5
"Wire length is small, Sensitivity of touch point is not so good. Magnetic at buds is poor",2.5,3
I bought it in February after using 2months left side ear phone was not working and I try to meet the customers service center but not found near me around 50 KMS,Waste of money 💰💰💰💰💰,1
"Its durable ,looks premium quality sound quality is awesome, i had purpose under Rs. 1300/-",Premium quality,5
Battery life is very promising and also the bass is tremendous tremendously and which is what I feel best the mic quality because the call went smoothly.,genuine product,4
"It had advance feature that other brand does not have in this price range.But the volume, bass was not that good than other brands like boat",Not a great stuff,3
During incoming phone i can't pick undue too touch button its very bad,"Touch paid not working most of time ,I hav to pick call by mobile",3
Best out of best as compare to other brands in this price,Awesome quality,5
Bloothoot did not get paired  to my phones/laptops even..waste of time and effort,Bluetooth did not get paired  to my phones/laptops even..waste of time and effort,1
 Nice t shirts thanks,Gift nahi diya,5
"Voice clarity  when u speak other can't hear you clearly is poor,need to improve on this issue",Ur voice can't be heard clearly  to other side and vice versa,2
Worthly item and nice product sound clear and touch perfectly working,Worthly very good,5
I used it and believe me it's value for money because it is very best bass quality as compared to boat earbuds,Super sound quality and battery life,5
"Battery life is awesome, sound and bass is good but connectivity is a bit weak. Sometimes sound lag while watching videos.Rest is fine.",Battery lasts upto 2 days,4
Noise cancellation is not that much I was expecting. Just like others. Useless product noise cancellation is very poor.,Noise cancellation is not that much I was expecting. Just like others.,1
Noise cancellation and sound quality is too bad and noise cancellation is totally not working in this product totally waste of money and time,Noise cancellation is not working don't buy this product totally waste of money,1
Whenever increases the volume level the volume gradually increase then decreases after increases the volume level.,Volume levels are not fixed properly.,2
I feel some more latency is there in case of gaming.,Recommended for better sound and longer activity.,5
" Good experience with noice product, good sound quality and easy to use",Good experience,5
"No bad reviews on this product,  but need little bit  bass effectThanking for this productSpecial thanks for noise flair company product  Thank you",Need much more bass,4
after using only 2 month the problem started coming. magnetic on and off not working. And sometimes there is problem in touch also. it's so useless please don't buy..,Worst experience👎👎👎👎,1
Bluetooth is very weak. Bluetooth range is sooooooooo bad. Connection issue. Battery back up is very good. Sound quality fair. Bass is good.,Disappointed 1 month of use,2
Overall fit and finish of the product is really good,Great product,5
Fast pairingLong battery durationC type connection is niceSounds best but when it comes to noise cancellation I felt poor (my experience)Worth it😌,awsome  neckband,5
 Nice quality,Nice quality,5
"Only issue is When you attend a call , it will take 3 sec to connect . Everything is great",Good,5
"The earphones are moderate for regular use, there is no best bass quality or noise cancellation, but for the price point of view the product is good.",Best feature is that the band vibrates during call.,4
 Sound is good but this product function is not working & touch is also not so i think this is not value for money,This product touch is not working properly,2
"One thing is good that it has touch controls, good calling quality, noise cancellation, but it has more treble so we can't listen songs for longer time continuously. Has low bass.",It has much treble so after 10-15 minutes we fill uncomfortable while listening songs. Low bass.,1
It's really worthy for this budgetThe sound quality is impressiveAnd have one draw back is when ever it get contact with your body or dress it get paused,Awesome,5
"I have bought out this earphone looking at their noise cancellation feature , but it's 0erformance is zero , there is no effect of noise cancellation in this ear phone",Noise cancellation is zero as per shown in their products details,1
"Just in 2 months Performance dropped, now it's not getting charged.","Stopped working just in 2 months, it's not getting charged.",1
I like this product in very good product..Nice to use and the sound quality was nice. Call quality is much better than tws...I love the colour I got....,Nice product,5
Recommended,Excellent product,5
"Controls doesn't work, noise cancellation works opposite, service is very poor and no proper support. Not recommended at all. Very poor experience.",Very bad quality,1
 Am using Noise Flair in Ear wireless Bluetooth last 2 months. It's awesome product but quite costly...,Awesome quality,5
Pros :-1. Bluetooth Connectivity2. Fit3. ComfortCons :-1. Less than average Sound quality,Sound quality is extremely less than expected!,3
Sensor sometimes doesnot work.,Sensor sometimes doesnot work,3
"I am log a return request but team backend cancelled my request I don't know what I am do this product, it was not working day of delivery",Nt GD as compare with boat and others brands,1
"Sometimes it doesn't get off after switching off button during call, and because of size /length of headphones its not comfort to wear when u move for walk.",About Receiving call,1
Good,Good review,5
After 2 months the sound from both the ear pieces has reduced and the quality of the mic is absolutely rubbish please don't spend your money on this product,Please don't buy noise products,1
As soon as the earbuds are seperated they automatically connect to your phone and disconnect when the earbuds are joined back from the magnet. Sound quality is great.,The best part is Easy and fast connectivity.,5
"No bass but excellent for call quality, noice cancelation, and much more excellent battery backup 🤙🤑Thanks for giving Wonderful experience with noise flair",Excellent product but not satisfied,4
"I was so excited before buying it, but it is all good on paper only.other can hear even long distance noise around you. wrost product ever",Really bad..,1
its should have auto off while connecting magnetic buds as its cumbersome to switch it on and off,its should have auto off while connecting magnetic buds as its cumbersome to switch it on and off,4
"This is so bad earphone , very slow sound during Webex or Zoom call ..Highly dissatisfied..If return possible pls return this and provide me Boat Company earphone",Bakwas Narzo Earphone,1
"This product is best for phone calls, watching movies, long lasting standbytime, good bass quality, excellent noise cancellation","Good product , value for money",5
Sound Quality,Very Good,5
 Poor quality and very cheap material and poor voice and very harsh varbite And very loud and after charging his didn't connect,Very cheap,1
This product sound quality is really good and also the battery backup is superb,I am really satisfied with this product,5
They are providing used product which looks like old and 1 side of the headphone is not working.. please don't buy this product.. one plus is far better compared to this..,Please don't buy this product,1
Fully satisfied,Excellent... 🌹👍,5
the volume down button which is also used to previous song it actually doesn't work like that. The song get restart but it doesn't go back to the previous song,Pervious song button doesn't work to play pervious song.,3
"If only it had volume control features too, but otherwise the product is very good considering the price.",Very satisfied,4
Highly disappointed with noise flair neckband. A day later stopped working. Customer care service is worst. Unable to resolve the issue. If possible i will give negative feedback out of 5...👎🏻,Worst,1
"Looks, sound quality & standby time ---- etc all r good, I love music, I'm using this device for music purpose, overall nice device","It's good & perfect, look wise & also quality wise",5
Battery life is very good and noise cancellation is also very nice sound quality is good but if you are a loud music lover than sometimes it will disappoint you .,Fully satisfied with product.,5
noise flair in wireless Bluetooth waste products. waste of money.... lekar one month b nh hua on hota ye nh sensor kaam ye nh krta bekar product Paisa ye waste,waste of product,1
I buy this product but it hurts  ear  create pain while using and not comfortable to carry. Poor quality.,Its pathetic,1
The product is really amazing...I love it..It is easy to use and the sound quality is really good and even the touch quality is also good.,Sound quality,5
"Sound quality is awsome.But when i do voice calling receiver can't hear my vooce properly, sometime they say its good, sometes it doesn't.",Receiver can't hear my voice properly during voice call.,3
It's really good!Great sound quality!pairs instantly.The only problem is it keeps falling out of my ears! :( Doesn't fit for my comfort,"I'm facing is, it keeps falling out! Doesn't really fit for my convenience:(",4
I purchased this product and after 20 days it's one side stoped to working. Worst quility and doesn't get any customer support plz don't purchase it.....,Worst product,3
 Amazing....superb sound Quality...Clear voice on call..Noise cancellation 👍👌,Awesome 👍👌,5
need to pair device after every 2-3 days for proper sound quality.noice cancellation seens to be not working.battery backup is good.,need to pair device after every 2-3 days.,3
Left side ear phone stopped working after 15 days of usage.,Poor quality,1
voice not good,model type local,2
Nice product in this range. Sounds quality 👌. Battery life great. After 10 days 🔊  opened,Nice product but quality is poor,3
Sound volume very low,Not that good,1
The headphones have sound issue as the volume is toooooo low now just after 7 days they have stopped working properly and I m unable to hear songs or calls in these.,Worst product,1
"This product is not working in third party aap like mx player,vlc player,hotstar,Amazon Prime, Netflix,zee5And tuch function has lack issues",Noise flair neckband,2
"Bluetooth is really nice and I am happy for it , what amazing with this Bluetooth is it’s charging speed , I tried to charge for 8 mins and the back up for 8 hrs it’s so satisfying!!!",The Bluetooth is really good and I am happy to use it !!!,5
Vibration in neck band is not necessary for me. So I dislike in this regard.I cannot cancel my call using noise flair bluetooth.  Please advice us how to do,Noise flair is good,3
Can't get voice control buttons and touch controls is different to operate sometimes.Buy other options.,Try alternate options,4
Not satisfied with the product at all after 1 month use one of it’s bud side is not working waste of money and there’s no way i can refund or replace it,Got damaged in a month,1
They are very good. Bought two of them. Really good sound quality. Sweat proof. Great battery time. Must buy.,Great Product.,4
Touch controls is very insensitive.Quality of touch is very poor.Most important u can't control volume through it.U can't redial last contact from recent history,You can't control volume through the neckband as they dont have volume control keys.,3
A value for money product. The best thing what I found is its battery backup. I dont need to charge it for 5 to 6 days even after using it for around 5 hours a day.,Sound quality is awsome....,4
The sound quality and latency is good but it's band and earphones are too big and even the magnet is weak so something it pairs on its own,Sound quality good but physically it's not comfortable,3
It's not working. Sound suddenly is not audible even at the highest volume levels.,Bad product,1
Good sound quality.....but build quality is average. Magnets are very low quality due yo which earpeices gets separated several times. Rest all is good,"Except earpeice magnets, all parameters are excellent",4
It's completely useless product. The magnet power is very low. Now and then it gets detached. There is no volume up n down provision.,Useless product,1
Touch screen is not good while picking cl and on hanging up and in rainy season the Touch will more horrible,Noice,3
Great product nice one pls purchase it. New technology used by noise company.Thank you very much.,Good but not navigation button,5
The quality of product is very bad the touch controls are not responsive I take lots of calls in a day and this product just make me uncomfortable,Touch Is not responsive totally wastage of money,1
As it's my first neckband that I have purchased it is really working awesome. My online classes are going smoothly and listening 🎧 music has become fun.,Noise flair neckband,5
I like this and i use this last 1 month awesome battery back and sound quality good,I like sound quality and touch press feature,4
Mic was not good and noice cancellation not at all good,Waste for calls,1
 I stopped working after 4 months but thanks to the warranty services of Noise it got repaired in no time.,The Battery Backup was good and The Sound quality was good too.,5
Dislikeबहोत ही बेकार है कोई भी ना खरीदेAutomatic Conect nahi hotaतोड के फेकणे का मन हो राहा है,बहोत ही बेकार है कोई भी ना खरीदे,1
"I am loving this one from Noise too much. Crystal sound quality, such amazing noise cancellation, bass is good I'll not say superb but good. During calls, this is gem.",VALUE FOR MONEY,5
No option for volume controlIf you are bass or sounds lover don't buy this is only for call quality,Honest  review,3
Sound and connection are good but features are very less like we can't change volume and it vibrate when we receive call...,I like it,4
"Although noise cancellation works, it isn't much expected, and I think the best thing would be if volume controls were also available on this feature","Good One, happy to choose this.",5
"The battery bakcup is commendable as well as it's sounds It works more than 2 days on it's full charge, Worth buying with such amount.",Battery backup,4
 Good for calling and content watching but not the best for gameing. Also not the best noise cancellation,Good calling,4
"Music sound quality is excellent, but while calling voice is not clear, so during calling I feel irritating.",During calling voice is not clear.,3
"The sound quality, noise cancellation and bass quality all r good...m totally satisfied with this product... good work by Noise team... thanks Amazon and Noise!",Awesome neckband!,5
Wast of money,After 1 month not working,2
"The product lacks volume control, you have to go in the device to control the volume , so disappointed. Nevertheless the output is good so using it.",No volume control on the band 😞,2
"Sound quality is very very worste, functions also not working properly , volume control not available on heck band u can control manually on ur phone",Sound and functions,1
It's a very good productWorth the moneyBut they should improve calling sound it's a bit lowerOtherwise it is a very good product in this price range..,Just buy it,5
"Overall good, but noise not canceled properly",Overall good,3
balanced sound quality.bass quality is good but not the best.battery back-up is too good.but box packing is not good.I am very disappointed 😞,balanced neckband,3
I really like this product .Sound quality is best with 10 mm drum which is more suitable.Battery life is good.Value for money.,"Light weight, easy to carry",5
Damge pic aaya tha change bhi nahi ki aur paise vaapas bhi nahi aaaye repair karva ke chala raha hu noise wale tujhe haay  lage gi garib kii dekhna,Thik hai,3
Like this all time hit the noise company,All good one better than jbl one puls,5
